"V1" "V2" "V3" "V4" "V5"
"2132" 7674 726 19970606 2 51.53
"2133" 7674 726 19970620 1 13.97
"2134" 7675 727 19970129 2 30.13
"2135" 7691 728 19970129 1 14.37
"2136" 7691 728 19970206 2 25.74
"2137" 7691 728 19970217 3 43.3
"2138" 7691 728 19970311 4 63.86
"2139" 7691 728 19970414 8 86.27
"2140" 7691 728 19970528 9 93.24
"2141" 7694 729 19970129 2 24.94
"2142" 3268 730 19970130 1 16.99
"2143" 3268 730 19970407 1 11.77
"2144" 3268 730 19970414 1 11.77
"2145" 5067 731 19970130 3 41.5
"2146" 5067 731 19970303 1 18.76
"2147" 5067 731 19980309 2 9.48
"2148" 5067 731 19980318 2 29.98
"2149" 5722 732 19970130 3 39.51
"2150" 5722 732 19970316 2 39.74
"2151" 5722 732 19970829 3 36.71
"2152" 5722 732 19970923 3 35.97
"2153" 5722 732 19971028 3 25.47
"2154" 7442 733 19970130 1 15.36
"2155" 7520 734 19970130 1 14.96
"2156" 7710 735 19970130 2 20.54
"2157" 7726 736 19970130 3 32.24
"2158" 7726 736 19971022 12 201.88
"2159" 7745 737 19970130 1 6.79
"2160" 7764 738 19970130 2 44.98
"2161" 7772 739 19970130 2 28.94
"2162" 7772 739 19970503 1 12.49
"2163" 7772 739 19980227 2 24.07
"2164" 7780 740 19970130 1 11.77
"2165" 7795 741 19970130 2 28.73
"2166" 7795 741 19970723 1 14.96
"2167" 7795 741 19980505 2 24.87
"2168" 7800 742 19970130 1 5.98
"2169" 7811 743 19970130 1 14.37
"2170" 7811 743 19971121 1 14.49
"2171" 7811 743 19971229 1 14.49
"2172" 7811 743 19980226 1 12.58
"2173" 7830 744 19970130 2 40.73
"2174" 7838 745 19970130 1 7.98
"2175" 7838 745 19970421 1 17.7
"2176" 7838 745 19970511 1 15.96
"2177" 7838 745 19971008 2 15.98
"2178" 7838 745 19980103 1 13.99
"2179" 7847 746 19970130 1 19.98
"2180" 7856 747 19970130 6 90.41
"2181" 7856 747 19970428 2 70.13
"2182" 7856 747 19971212 17 238.33
"2183" 7856 747 19980309 11 152.46
"2184" 7856 747 19980508 8 99.16
"2185" 7867 748 19970130 1 11.77
"2186" 7881 749 19970130 2 39.98
"2187" 7889 750 19970130 1 12.49
"2188" 7889 750 19970321 1 6.79
"2189" 7901 751 19970130 2 32.48
"2190" 7901 751 19970211 1 162.99
"2191" 7901 751 19970303 4 81.95
"2192" 7901 751 19970324 1 28.7
"2193" 7901 751 19970331 1 29.9
"2194" 7901 751 19970405 1 13.97
"2195" 7901 751 19970520 4 155.8
"2196" 7901 751 19970720 1 9.77
"2197" 7901 751 19970725 3 49.9
"2198" 7901 751 19970819 5 74.21
"2199" 7901 751 19970823 1 15.36
"2200" 7901 751 19971030 5 132.95
"2201" 7901 751 19971104 6 107.44
"2202" 7916 752 19970130 1 15.36
"2203" 7937 753 19970130 2 54.98
"2204" 7948 754 19970130 1 16
"2205" 7960 755 19970130 1 19.99
"2206" 7967 756 19970130 1 16.36
"2207" 7967 756 19970204 1 11.97
"2208" 7967 756 19970329 1 14.96
"2209" 7967 756 19970525 1 12.97
"2210" 7967 756 19980126 1 13.99
"2211" 7974 757 19970130 3 36.51
"2212" 7974 757 19970525 1 12.77
"2213" 7974 757 19970526 1 11.77
"2214" 7974 757 19970530 3 37.5
"2215" 7982 758 19970130 1 21.97
"2216" 8001 759 19970130 2 23.54
"2217" 5413 760 19970131 6 68.44
"2218" 5413 760 19970227 4 58.66
"2219" 5413 760 19970405 5 75.21
"2220" 8008 761 19970131 5 110.84
"2221" 8008 761 19970216 6 78.01
"2222" 8008 761 19970305 7 92.38
"2223" 8008 761 19970428 7 107.39
"2224" 8008 761 19970704 5 76.84
"2225" 8008 761 19970930 6 93.44
"2226" 8008 761 19971110 9 122.91
"2227" 8008 761 19971207 4 54.96
"2228" 8021 762 19970131 1 14.99
"2229" 8021 762 19970227 2 25.94
"2230" 8021 762 19970315 1 19.77
"2231" 8021 762 19970329 1 12.49
"2232" 8021 762 19970712 1 13.97
"2233" 8021 762 19971207 2 22.98
"2234" 8021 762 19980218 1 34.98
"2235" 8022 763 19970131 4 72.46
"2236" 8022 763 19971231 9 116.41
"2237" 8022 763 19980630 10 200.57
"2238" 8039 764 19970131 1 88.7
"2239" 8060 765 19970131 3 45.28
"2240" 8076 766 19970131 1 8.97
"2241" 8092 767 19970131 1 15.99
"2242" 8092 767 19971111 1 2.99
"2243" 8092 767 19980626 1 12.58
"2244" 8111 768 19970131 5 76.8
"2245" 8135 769 19970131 1 14.97
"2246" 8143 770 19970131 2 30.72
"2247" 8143 770 19970226 2 27.94
"2248" 8157 771 19970131 2 26.73
"2249" 8173 772 19970131 1 16.96
"2250" 8194 773 19970131 1 11.77
"2251" 8208 774 19970131 5 104.29
"2252" 8220 775 19970131 1 11.77
"2253" 8220 775 19970523 1 15.36
"2254" 8220 775 19971121 2 26.48
"2255" 8221 776 19970131 1 13.97
"2256" 8221 776 19970202 2 24.98
"2257" 8222 777 19970131 1 12.49
"2258" 8222 777 19970219 1 6.79
"2259" 8222 777 19970225 1 22.99
"2260" 8222 777 19970406 1 6.79
"2261" 8228 778 19970131 3 46.08
"2262" 8228 778 19970402 2 28.34
"2263" 8235 779 19970131 1 9.98
"2264" 8249 780 19970131 1 14.96
"2265" 8268 781 19970131 1 11.77
"2266" 60 782 19970201 2 21.75
"2267" 7854 783 19970201 1 12.97
"2268" 7854 783 19970208 3 46.93
"2269" 7854 783 19970314 4 52.67
"2270" 7854 783 19970404 1 14.96
"2271" 7854 783 19970507 2 70.76
"2272" 7854 783 19970507 2 35.34
"2273" 7854 783 19970904 3 38.5
"2274" 7854 783 19970919 2 22.98
"2275" 7854 783 19971024 2 25.98
"2276" 7854 783 19971109 1 12.99
"2277" 7854 783 19971220 8 131.42
"2278" 7854 783 19971225 4 56.96
"2279" 7854 783 19980207 2 22.48
"2280" 7854 783 19980408 1 30.49
"2281" 7887 784 19970201 3 43.73
"2282" 7887 784 19970211 3 38.9
"2283" 7887 784 19970730 3 35.33
"2284" 8290 785 19970201 1 8.97
"2285" 8307 786 19970201 1 4.79
"2286" 8326 787 19970201 3 66.26
"2287" 8343 788 19970201 2 31.35
"2288" 8364 789 19970201 1 14.37
"2289" 8377 790 19970201 2 117.74
"2290" 8391 791 19970201 1 12.49
"2291" 8391 791 19980213 1 22.49
"2292" 8391 791 19980516 1 9.49
"2293" 8405 792 19970201 4 55.26
"2294" 8405 792 19980219 3 22.47
"2295" 8405 792 19980420 4 51.35
"2296" 8405 792 19980424 1 6.28
"2297" 8408 793 19970201 4 48.67
"2298" 8408 793 19970216 4 50.3
"2299" 8419 794 19970201 1 9.78
"2300" 8419 794 19970208 1 9.98
"2301" 8419 794 19970304 1 9.98
"2302" 8419 794 19970321 2 23.36
"2303" 8419 794 19970520 2 13.58
"2304" 8419 794 19970606 1 10.98
"2305" 8419 794 19970905 1 12.97
"2306" 8429 795 19970201 1 38.99
"2307" 8443 796 19970201 3 80.3
"2308" 8443 796 19970314 1 32.37
"2309" 8444 797 19970201 1 19.77
"2310" 8450 798 19970201 8 89.2
"2311" 8450 798 19970315 5 65.63
"2312" 8450 798 19970330 13 189
"2313" 8450 798 19980315 2 24.98
"2314" 8463 799 19970201 2 25.74
"2315" 8463 799 19980518 2 23.76
"2316" 8479 800 19970201 1 11.77
"2317" 8481 801 19970201 10 147.07
"2318" 8481 801 19970309 4 63.84
"2319" 8481 801 19970509 11 157.86
"2320" 8481 801 19970530 6 87.22
"2321" 8481 801 19970707 7 104.94
"2322" 8481 801 19970718 9 160.87
"2323" 8481 801 19970904 10 144.69
"2324" 8481 801 19970904 1 14.96
"2325" 8481 801 19970925 10 137.9
"2326" 8481 801 19971106 9 120.41
"2327" 8481 801 19980321 15 201.55
"2328" 8481 801 19980407 8 107.43
"2329" 8481 801 19980505 6 76.8
"2330" 8502 802 19970201 1 14.37
"2331" 8516 803 19970201 1 16.76
"2332" 8527 804 19970201 1 15.96
"2333" 8538 805 19970201 2 25.75
"2334" 8538 805 19970424 2 24.69
"2335" 8538 805 19970626 2 40.14
"2336" 8538 805 19980117 1 17.99
"2337" 8542 806 19970201 2 23.54
"2338" 8560 807 19970201 2 27.85
"2339" 8573 808 19970201 1 32.97
"2340" 8592 809 19970201 2 26.67
"2341" 8601 810 19970201 5 62.25
"2342" 8601 810 19970313 4 49.88
"2343" 8601 810 19970501 3 43.7
"2344" 8601 810 19980115 4 56.96
"2345" 8601 810 19980212 1 11.49
"2346" 8601 810 19980303 1 11.88
"2347" 8601 810 19980330 2 28.48
"2348" 8601 810 19980608 2 28.98
"2349" 8601 810 19980628 1 12.99
"2350" 3567 811 19970202 13 179.21
"2351" 4979 812 19970202 2 11.58
"2352" 4979 812 19970325 1 19.99
"2353" 4979 812 19971124 1 12.99
"2354" 8496 813 19970202 2 42.98
"2355" 8496 813 19970205 2 40.98
"2356" 8496 813 19970312 1 14.99
"2357" 8496 813 19970404 2 26.74
"2358" 8496 813 19970410 2 28.33
"2359" 8496 813 19970426 3 57.34
"2360" 8496 813 19970508 2 25.74
"2361" 8496 813 19970509 1 11.97
"2362" 8496 813 19970606 2 47.7
"2363" 8496 813 19970630 2 23.54
"2364" 8496 813 19970710 1 14.37
"2365" 8496 813 19970716 2 32.01
"2366" 8496 813 19970728 2 35.37
"2367" 8496 813 19970927 1 12.99
"2368" 8496 813 19971018 2 30.48
"2369" 8496 813 19971103 2 41.98
"2370" 8496 813 19971111 2 25.48
"2371" 8496 813 19971222 1 71.49
"2372" 8496 813 19980103 2 25.48
"2373" 8496 813 19980107 3 53.97
"2374" 8496 813 19980114 2 27.48
"2375" 8496 813 19980208 3 38.97
"2376" 8496 813 19980309 2 24.98
"2377" 8496 813 19980326 1 23.99
"2378" 8496 813 19980329 2 18.98
"2379" 8496 813 19980402 4 49.96
"2380" 8496 813 19980408 3 34.97
"2381" 8496 813 19980424 1 17.99
"2382" 8496 813 19980501 4 57.96
"2383" 8496 813 19980520 2 27.98
"2384" 8496 813 19980604 3 46.97
"2385" 8496 813 19980612 4 52.96
"2386" 8496 813 19980620 2 25.48
"2387" 8500 814 19970202 2 57.14
"2388" 8500 814 19970208 4 52.89
"2389" 8500 814 19970208 1 11.77
"2390" 8500 814 19970213 1 22.3
"2391" 8500 814 19970213 1 11.77
"2392" 8500 814 19970214 1 12.97
"2393" 8500 814 19970227 1 6.77
"2394" 8500 814 19970227 1 12.77
"2395" 8500 814 19970302 1 11.77
"2396" 8500 814 19970306 1 12.97
"2397" 8500 814 19970313 2 23.74
"2398" 8500 814 19970313 1 11.77
"2399" 8613 815 19970202 2 29.67
"2400" 8628 816 19970202 1 14.37
"2401" 8666 817 19970202 2 23.74
"2402" 8666 817 19970225 3 39.71
"2403" 8666 817 19970319 3 38.51
"2404" 8666 817 19970914 3 40.97
"2405" 8678 818 19970202 4 68.51
"2406" 8686 819 19970202 1 15.36
"2407" 8686 819 19970707 1 11.77
"2408" 8693 820 19970202 1 12.97
"2409" 8699 821 19970202 5 52.46
"2410" 8699 821 19970307 5 66.63
"2411" 8700 822 19970202 1 11.77
"2412" 8700 822 19970620 1 14.96
"2413" 8718 823 19970202 6 76.6
"2414" 8718 823 19970204 3 40.7
"2415" 8718 823 19970208 3 43.7
"2416" 8720 824 19970202 1 22
"2417" 8742 825 19970202 3 45.53
"2418" 8757 826 19970202 4 58.53
"2419" 8769 827 19970202 1 19.99
"2420" 8769 827 19970401 1 13.97
"2421" 8776 828 19970202 1 12.49
"2422" 8791 829 19970202 4 33.7
"2423" 8811 830 19970202 1 10.99
"2424" 8811 830 19970630 4 44.28
"2425" 8815 831 19970202 1 13.97
"2426" 8815 831 19970719 2 21.75
"2427" 8816 832 19970202 1 17.96
"2428" 8839 833 19970202 2 18.54
"2429" 8853 834 19970202 2 20.98
"2430" 8853 834 19980321 1 11.49
"2431" 8868 835 19970202 7 129.98
"2432" 8879 836 19970202 1 15.7
"2433" 8879 836 19970627 1 12.25
"2434" 8879 836 19970907 1 12.25
"2435" 8881 837 19970202 1 12.97
"2436" 8881 837 19970206 1 12.97
"2437" 8883 838 19970202 5 61.45
"2438" 8897 839 19970202 2 27.13
"2439" 8897 839 19971114 1 15.49
"2440" 8903 840 19970202 1 14.96
"2441" 8903 840 19970808 1 15.96
"2442" 8903 840 19971108 1 12.99
"2443" 8903 840 19980302 2 102.48
"2444" 8903 840 19980607 1 32.49
"2445" 8903 840 19980607 1 18.49
"2446" 619 841 19970203 3 41.1
"2447" 619 841 19970207 4 45.28
"2448" 619 841 19970210 2 29.33
"2449" 619 841 19970213 2 29.33
"2450" 619 841 19970219 2 23.54
"2451" 619 841 19970224 2 23.54
"2452" 619 841 19970226 1 13.97
"2453" 619 841 19970303 2 29.33
"2454" 619 841 19970317 3 37.3
"2455" 619 841 19970321 1 9.99
"2456" 619 841 19970324 2 29.33
"2457" 619 841 19970324 1 12.99
"2458" 619 841 19970328 1 11.77
"2459" 619 841 19970411 1 12.77
"2460" 619 841 19970415 1 11.77
"2461" 619 841 19970415 1 25.77
"2462" 619 841 19970422 3 38.31
"2463" 619 841 19970424 1 15.36
"2464" 619 841 19970623 2 21.54
"2465" 619 841 19970724 4 50.48
"2466" 619 841 19970725 4 60.05
"2467" 619 841 19970929 2 28.48
"2468" 619 841 19971027 2 26.98
"2469" 619 841 19971114 1 9.49
"2470" 619 841 19971202 6 77.44
"2471" 619 841 19971202 5 64.45
"2472" 619 841 19971203 4 38.46
"2473" 619 841 19971209 1 11.49
"2474" 619 841 19971215 1 12.49
"2475" 619 841 19980112 1 14.49
"2476" 619 841 19980216 2 25.48
"2477" 619 841 19980309 3 45.47
"2478" 619 841 19980311 1 11.49
"2479" 619 841 19980323 3 36.97
"2480" 619 841 19980423 1 25.99
"2481" 619 841 19980519 1 22.99
"2482" 4113 842 19970203 4 61.09
"2483" 4113 842 19970329 11 166.25
"2484" 4113 842 19970630 3 41.5
"2485" 5240 843 19970203 3 47.71
"2486" 5240 843 19970809 3 50.33
"2487" 5240 843 19970818 2 26.56
"2488" 5240 843 19980207 2 27.97
"2489" 5242 844 19970203 1 12.99
"2490" 7333 845 19970203 5 68.65
"2491" 7333 845 19970216 7 88.18
"2492" 7333 845 19970630 10 131.07
"2493" 7435 846 19970203 3 35.51
"2494" 7435 846 19970211 1 19.99
"2495" 7435 846 19970211 1 13.77
"2496" 7435 846 19970512 7 103.94
"2497" 7898 847 19970203 2 23.36
"2498" 8656 848 19970203 13 261.79
"2499" 8915 849 19970203 1 11.77
"2500" 8922 850 19970203 1 11.77
"2501" 8922 850 19970321 2 58.14
"2502" 8929 851 19970203 8 119.57
"2503" 8944 852 19970203 3 43.3
"2504" 8964 853 19970203 2 26.14
"2505" 8976 854 19970203 2 31.72
"2506" 8976 854 19970206 1 16.76
"2507" 8976 854 19971224 1 10.49
"2508" 8976 854 19980421 8 116.33
"2509" 8985 855 19970203 1 54.77
"2510" 9005 856 19970203 3 39.71
"2511" 9005 856 19970418 1 13.97
"2512" 9005 856 19971010 2 28.48
"2513" 9005 856 19971030 2 24.98
"2514" 9005 856 19971125 5 62.95
"2515" 9005 856 19980227 2 57.57
"2516" 9005 856 19980410 5 65.34
"2517" 9008 857 19970203 1 13.7
"2518" 9019 858 19970203 5 72.85
"2519" 9019 858 19970213 2 29.98
"2520" 9024 859 19970203 1 10.78
"2521" 9041 860 19970203 2 29.58
"2522" 9046 861 19970203 2 30.32
"2523" 9046 861 19970603 1 15.96
"2524" 9046 861 19970611 1 9.98
"2525" 9046 861 19980104 3 40.97
"2526" 9046 861 19980109 3 40.97
"2527" 9064 862 19970203 2 57.54
"2528" 9080 863 19970203 1 11.77
"2529" 9093 864 19970203 1 10.77
"2530" 9104 865 19970203 2 25.54
"2531" 9104 865 19970518 3 43.09
"2532" 9109 866 19970203 1 28.99
"2533" 9120 867 19970203 1 14.79
"2534" 9120 867 19970223 1 13.77
"2535" 9120 867 19970316 2 24.98
"2536" 9120 867 19970325 2 28.93
"2537" 9120 867 19970413 1 14.96
"2538" 9120 867 19970810 2 26.94
"2539" 9120 867 19970815 2 29.93
"2540" 9120 867 19970911 2 25.98
"2541" 9120 867 19971007 2 25.98
"2542" 9120 867 19971007 2 25.98
"2543" 9120 867 19971022 3 37.97
"2544" 9120 867 19971107 2 25.98
"2545" 9120 867 19971116 1 12.99
"2546" 9120 867 19971208 2 27.48
"2547" 9120 867 19971215 2 26.98
"2548" 9120 867 19980107 4 46.96
"2549" 9120 867 19980119 2 24.48
"2550" 9120 867 19980202 1 11.99
"2551" 9120 867 19980216 2 25.48
"2552" 9120 867 19980303 3 37.86
"2553" 9120 867 19980318 3 38.97
"2554" 9120 867 19980518 1 14.99
"2555" 9126 868 19970203 2 50
"2556" 9142 869 19970203 1 15.36
"2557" 9160 870 19970203 1 14.37
"2558" 9160 870 19971222 1 8.99
"2559" 9160 870 19980304 1 14.49
"2560" 9175 871 19970203 1 15.36
"2561" 9197 872 19970203 2 29.73
"2562" 9204 873 19970203 1 15.76
"2563" 9204 873 19970204 1 9.77
"2564" 9211 874 19970203 1 14.96
"2565" 9232 875 19970203 1 9.77
"2566" 9247 876 19970203 3 56.35
"2567" 9247 876 19970816 4 46.5
"2568" 2213 877 19970204 2 28.34
"2569" 2213 877 19970531 1 26.75
"2570" 6848 878 19970204 4 47.3
"2571" 9251 879 19970204 2 32.32
"2572" 9258 880 19970204 3 27.57
"2573" 9258 880 19970328 1 14.96
"2574" 9258 880 19970406 1 15.96
"2575" 9258 880 19980325 1 12.99
"2576" 9258 880 19980415 1 6.28
"2577" 9258 880 19980417 1 28.49
"2578" 9258 880 19980507 1 14.49
"2579" 9267 881 19970204 2 29.92
"2580" 9274 882 19970204 1 30.99
"2581" 9274 882 19970414 1 10.77
"2582" 9274 882 19980616 3 26.97
"2583" 9278 883 19970204 1 14.96
"2584" 9278 883 19970522 2 29.92
"2585" 9288 884 19970204 2 27.76
"2586" 9305 885 19970204 2 23.54
"2587" 9307 886 19970204 2 65.13
"2588" 9307 886 19970207 3 60.43
"2589" 9307 886 19970207 1 7.98
"2590" 9307 886 19970419 2 18.95
"2591" 9307 886 19970616 2 32.77
"2592" 9307 886 19970820 8 123.28
"2593" 9307 886 19980304 6 74.93
"2594" 9307 886 19980306 1 60.99
"2595" 9322 887 19970204 1 10.78
"2596" 9322 887 19971204 2 35.48
"2597" 9333 888 19970204 2 42.98
"2598" 9348 889 19970204 1 14.99
"2599" 9348 889 19970511 4 51.6
"2600" 9352 890 19970204 1 6.79
"2601" 9365 891 19970204 1 19.99
"2602" 9389 892 19970204 1 15.36
"2603" 9394 893 19970204 2 48.6
"2604" 9394 893 19970721 2 45.4
"2605" 9407 894 19970204 2 11.58
"2606" 9420 895 19970204 1 19.99
"2607" 9442 896 19970204 2 30.33
"2608" 9443 897 19970204 1 6.79
"2609" 9443 897 19970205 1 11.77
"2610" 9443 897 19970306 1 5.78
"2611" 9443 897 19970320 1 9.77
"2612" 9443 897 19970410 1 14.37
"2613" 9443 897 19970518 1 6.79
"2614" 9454 898 19970204 1 13.97
"2615" 9454 898 19970204 1 13.97
"2616" 9454 898 19970417 1 14.96
"2617" 9468 899 19970204 2 22.94
"2618" 9468 899 19980320 1 11.49
"2619" 9468 899 19980519 1 8.38
"2620" 9468 899 19980625 1 9.49
"2621" 9479 900 19970204 1 13.77
"2622" 9479 900 19970728 2 54.73
"2623" 9479 900 19980105 1 16.99
"2624" 9479 900 19980427 2 35.86
"2625" 9479 900 19980430 3 44.97
"2626" 9485 901 19970204 1 52.77
"2627" 9494 902 19970204 3 33.51
"2628" 9494 902 19970413 3 53.5
"2629" 9494 902 19980604 5 60.84
"2630" 9504 903 19970204 1 14.37
"2631" 9504 903 19980406 1 22.49
"2632" 9521 904 19970204 2 31.33
"2633" 9521 904 19970220 3 35.51
"2634" 9525 905 19970204 1 15.76
"2635" 9539 906 19970204 1 20.99
"2636" 9539 906 19971009 5 68.45
"2637" 9554 907 19970204 1 14.77
"2638" 9555 908 19970204 1 15.36
"2639" 9555 908 19970205 2 26.14
"2640" 9555 908 19970218 2 28.74
"2641" 9555 908 19970422 3 39.51
"2642" 9555 908 19970506 2 24.33
"2643" 9555 908 19970513 2 20.54
"2644" 9555 908 19970706 2 30.32
"2645" 9555 908 19970805 1 15.36
"2646" 9555 908 19971207 1 10.49
"2647" 9555 908 19971207 1 10.49
"2648" 9568 909 19970204 2 25.74
"2649" 9568 909 19970616 2 30.33
"2650" 9568 909 19970625 2 25.74
"2651" 9568 909 19980226 3 34.24
"2652" 9568 909 19980406 1 9.08
"2653" 9568 909 19980416 1 8.38
"2654" 9572 910 19970204 10 224.28
"2655" 9572 910 19970504 9 152.72
"2656" 9572 910 19971109 9 204.91
"2657" 9574 911 19970204 1 11.77
"2658" 9593 912 19970204 1 4.79
"2659" 2198 913 19970205 1 13.77
"2660" 9202 914 19970205 2 23.54
"2661" 9202 914 19980410 2 23.98
"2662" 9611 915 19970205 4 37.56
"2663" 9622 916 19970205 7 92.81
"2664" 9622 916 19970526 3 36.5
"2665" 9626 917 19970205 1 13.77
"2666" 9671 918 19970205 1 12.77
"2667" 9687 919 19970205 1 8.77
"2668" 9704 920 19970205 1 13.97
"2669" 9719 921 19970205 2 30.53
"2670" 9719 921 19970730 4 65.54
"2671" 9719 921 19970922 2 45.48
"2672" 9719 921 19971011 4 59.96
"2673" 9719 921 19971211 4 59.96
"2674" 9719 921 19980130 2 45.48
"2675" 9719 921 19980422 4 59.96
"2676" 9722 922 19970205 5 65.64
"2677" 9734 923 19970205 1 14.37
"2678" 9756 924 19970205 2 12.57
"2679" 9756 924 19971109 3 29.97
"2680" 9756 924 19980604 1 12.99
"2681" 9756 924 19980605 1 14.99
"2682" 9770 925 19970205 2 29.92
"2683" 9786 926 19970205 3 37.47
"2684" 9810 927 19970205 2 24.74
"2685" 9810 927 19980422 1 12.58
"2686" 9810 927 19980519 2 23.98
"2687" 9810 927 19980605 2 23.98
"2688" 9825 928 19970205 2 20.74
"2689" 9825 928 19970406 1 14.37
"2690" 9825 928 19980304 1 10.49
"2691" 9826 929 19970205 1 13.97
"2692" 9830 930 19970205 4 38.7
"2693" 9830 930 19970325 3 44.57
"2694" 9830 930 19970405 2 20.89
"2695" 9830 930 19970617 1 9.98
"2696" 9830 930 19970807 1 24.99
"2697" 9842 931 19970205 1 14.37
"2698" 9848 932 19970205 2 24.96
"2699" 9848 932 19970309 2 25.94
"2700" 9848 932 19980226 1 12.58
"2701" 9848 932 19980501 1 9.49
"2702" 9848 932 19980523 2 29.98
"2703" 9849 933 19970205 1 20.97
"2704" 9849 933 19970716 2 28.74
"2705" 9858 934 19970205 2 29.92
"2706" 9873 935 19970205 1 14.96
"2707" 9873 935 19970223 1 17.9
"2708" 9878 936 19970205 2 39.14
"2709" 9887 937 19970205 1 11.77
"2710" 9887 937 19970303 1 15.99
"2711" 3580 938 19970206 1 35.77
"2712" 3580 938 19970602 1 14.96
"2713" 3580 938 19970925 3 8.97
"2714" 3874 939 19970206 4 58.47
"2715" 7273 940 19970206 2 24.54
"2716" 7273 940 19970227 2 29.93
"2717" 7273 940 19971207 2 25.48
"2718" 7416 941 19970206 4 51.38
"2719" 8572 942 19970206 13 182.02
"2720" 9303 943 19970206 2 26.95
"2721" 9759 944 19970206 3 31.11
"2722" 9759 944 19970317 2 31.48
"2723" 9759 944 19970930 3 56.47
"2724" 9759 944 19980105 6 78.94
"2725" 9895 945 19970206 1 15.9
"2726" 9903 946 19970206 2 27.76
"2727" 9903 946 19970222 5 75.84
"2728" 9903 946 19970226 2 18.55
"2729" 9903 946 19970310 1 9.77
"2730" 9903 946 19970524 1 12.25
"2731" 9903 946 19980227 1 10.49
"2732" 9911 947 19970206 1 18.36
"2733" 9916 948 19970206 2 30.67
"2734" 9916 948 19970321 1 14.96
"2735" 9919 949 19970206 3 32.92
"2736" 9919 949 19970207 2 20.95
"2737" 9919 949 19970212 2 26.73
"2738" 9919 949 19970214 1 4.79
"2739" 9919 949 19970303 2 26.93
"2740" 9919 949 19970813 1 8.79
"2741" 9919 949 19970915 2 21.98
"2742" 9919 949 19970922 3 30.97
"2743" 9919 949 19971209 1 12.99
"2744" 9919 949 19971214 1 12.49
"2745" 9919 949 19980208 1 4.49
"2746" 9919 949 19980414 1 12.49
"2747" 9919 949 19980507 1 11.88
"2748" 9926 950 19970206 1 14.96
"2749" 9926 950 19970214 2 30.72
"2750" 9927 951 19970206 4 52.48
"2751" 9938 952 19970206 12 141.16
"2752" 9938 952 19970222 8 125.69
"2753" 9943 953 19970206 1 11.77
"2754" 9958 954 19970206 3 30.93
"2755" 9965 955 19970206 7 122.9
"2756" 9965 955 19970313 9 135.92
"2757" 9965 955 19970518 7 142.9
"2758" 9965 955 19970521 2 39
"2759" 9965 955 19970724 4 81
"2760" 9971 956 19970206 1 18.36
"2761" 9971 956 19980616 1 11.49
"2762" 9985 957 19970206 1 12.49
"2763" 9985 957 19970325 1 12.79
"2764" 9987 958 19970206 1 19.99
"2765" 10002 959 19970206 6 77.21
"2766" 10020 960 19970206 1 40.97
"2767" 10041 961 19970206 1 13.97
"2768" 10048 962 19970206 1 10.97
"2769" 10048 962 19970213 1 13.97
"2770" 10048 962 19971209 3 61.47
"2771" 10057 963 19970206 1 18.99
"2772" 10061 964 19970206 1 11.97
"2773" 10061 964 19970325 2 28.76
"2774" 10061 964 19970331 2 26.13
"2775" 10061 964 19970516 1 14.79
"2776" 10061 964 19970630 1 26.75
"2777" 10061 964 19970714 1 38.1
"2778" 10061 964 19970812 1 11.77
"2779" 10061 964 19970905 1 14.79
"2780" 10061 964 19971010 3 41.97
"2781" 10061 964 19980325 3 38.55
"2782" 10061 964 19980412 3 49.47
"2783" 10061 964 19980604 2 29.48
"2784" 10064 965 19970206 1 13.97
"2785" 10064 965 19970424 4 42.02
"2786" 10064 965 19980119 1 22.99
"2787" 10081 966 19970206 2 25.76
"2788" 10081 966 19980128 2 28.07
"2789" 10085 967 19970206 2 29.33
"2790" 10085 967 19970226 2 29.92
"2791" 10085 967 19970303 4 44.9
"2792" 10085 967 19970422 1 14.37
"2793" 10085 967 19970620 1 39.51
"2794" 10085 967 19970727 4 57.5
"2795" 10085 967 19970903 1 68.77
"2796" 10085 967 19971215 2 27.48
"2797" 10085 967 19980217 2 28.21
"2798" 10085 967 19980314 2 23.98
"2799" 10085 967 19980323 1 14.49
